NGRAM,VALUE,
frankie lee,8.382089915159955
along cove,5.449492795714438
pity immigrant,4.632995197142958
walk hand,4.463070195700646
pity poor,4.3110671022555955
poor immigrant,4.3110671022555955
judas priest,4.138833877819494
together hand,3.878107694979489
baby tonight,3.7860245223163513
dear landlord,3.7860245223163513
dear please,3.7860245223163513
landlord please,3.7860245223163513
tom paine,3.7860245223163513
cove spy,3.7261046015344395
along spy,3.3110671022555955
cove hand,2.878107694979489
judas eternity,2.4833003266916966
priest lee,1.8274484882545907
priest frankie,1.7333003266916966
road frankie,1.7333003266916966
hand along,1.5360245223163516
