NGRAM;VALUE;
baby tonight;6,134426320220927
dear landlord;6,134426320220927
dear please;6,134426320220927
landlord please;6,134426320220927
tom paine;6,134426320220927
pity immigrant;5,719388820942083
walk hand;5,5494638194997705
pity poor;5,39746072605472
poor immigrant;5,39746072605472
together hand;4,964501318778614
cove spy;4,812498225333564
along cove;4,39746072605472
judas eternity;4,39746072605472
judas priest;4,39746072605472
frankie lee;4,134426320220926
along spy;4,075532631167358
cove hand;3,9645013187786136
priest lee;3,522991608138579
priest frankie;3,39746072605472
road frankie;3,39746072605472
hand along;2,812498225333564
