WORD,VALUE,
henry,69.8185988088303
apple,38.550709417629704
may,34.04185965178758
hair,34.03466494313203
tree,29.083330714010607
beginning,27.501391304406653
father,26.712998067817043
jack,26.049421902339922
stop,23.266664571208487
hearts,22.591817917300297
ev'ry,21.719285266590404
fun,15.908671309792187
hangin,15.908671309792187
shelter,15.908671309792187
names,15.126517752503128
storm,15.126517752503128
ooh,15.05047254324477
lord,14.756816950388238
jim,14.70323178544043
nobody,13.979348797594568
heaven,13.966373600184873
lamb,12.413507147404264
coffee,12.413507147404264
grace,12.413507147404264
county,10.159821488361775
y',10.159821488361775
big,10.159821488361775
pony,10.159821488361775
odds,10.159821488361775
twist,10.159821488361775
goin,10.143551771686727
cup,9.6042290109981
devil,9.6042290109981
coin,9.566289390222465
wheel,9.451817017992859
sign,9.409594399442877
comin,8.837686950921857
hmm,7.954335654896093
papa,7.954335654896093
animal,7.954335654896093
dead,7.91009056390045
ya,7.563258876251564
call,7.563258876251564
blue,6.983186800092437
dollar,6.983186800092437
body,6.351166277418686
bend,5.998744438935597
bottle,5.998744438935597
truth,5.894162764311238
pleasure,5.816666142802122
field,5.816666142802122
teeth,5.816666142802122
ways,5.816666142802122
crown,5.816666142802122
thousands,5.816666142802122
�,5.816666142802122
horses,5.762537406598861
ridin,5.762537406598861
chair,5.762537406598861
heavy,5.762537406598861
degree,5.644467166851147
singin,5.644467166851147
judge,5.547562135394068
power,4.628641375011707
run,4.41873034147336
snow,4.41873034147336
book,4.209537705718435
dogs,4.209537705718435
distance,4.094400842270029
livin,4.094400842270029
grass,4.094400842270029
valley,4.094400842270029
bride,4.094400842270029
rolling,3.8416916043992417
hotel,3.8416916043992417
meat,3.8416916043992417
kingdom,3.8416916043992417
playin,3.8416916043992417
wire,3.8416916043992417
rooster,3.8416916043992417
might,3.792858379783322
goodbye,3.792858379783322
fate,3.792858379783322
goddess,3.781629438125782
throne,3.781629438125782
promise,3.781629438125782
wagon,3.781629438125782
wheels,3.781629438125782
unto,3.781629438125782
suicide,3.781629438125782
loneliness,3.781629438125782
thinkin,3.781629438125782
starin,3.781629438125782
drinkin,3.781629438125782
operator,3.781629438125782
pig,3.781629438125782
loyalty,3.781629438125782
lost,3.781629438125782
calling,3.781629438125782
ol',3.781629438125782
frisco,3.781629438125782
ears,2.9732755197989156
angels,2.9732755197989156
fools,2.9732755197989156
clay,2.9732755197989156
cross,2.5783194038833877
company,2.5783194038833877
maid,2.5783194038833877
neighbor,2.5783194038833877
melody,2.5783194038833877
wilderness,2.5783194038833877
ride,2.5783194038833877
avenue,2.20936517073668
bust,2.20936517073668
wings,2.20936517073668
fine,2.20936517073668
chill,2.20936517073668
flood,2.20936517073668
lies,2.20936517073668
'd,2.20936517073668
spring,2.20936517073668
runnin,2.20936517073668
badge,2.20936517073668
match,2.20936517073668
phone,2.20936517073668
stream,2.20936517073668
ends,2.20936517073668
enemy,2.20936517073668
spell,2.20936517073668
made,2.20936517073668
kin,2.20936517073668
bus,2.20936517073668
destruction,1.9208458021996209
judgment,1.9208458021996209
takin,1.9208458021996209
messenger,1.9208458021996209
swords,1.9208458021996209
grin,1.9208458021996209
tomb,1.9208458021996209
degrees,1.9208458021996209
weakness,1.9208458021996209
chicken,1.9208458021996209
pump,1.9208458021996209
authority,1.9208458021996209
drugs,1.9208458021996209
workin,1.9208458021996209
gravity,1.9208458021996209
destiny,1.9208458021996209
building,1.9208458021996209
plans,1.9208458021996209
bar,1.9208458021996209
queens,1.9208458021996209
mexico,1.9208458021996209
flash,1.9208458021996209
actor,1.9208458021996209
telephone,1.9208458021996209
san,1.9208458021996209
lake,1.9208458021996209
stones,1.9208458021996209
mercury,1.9208458021996209
vanity,1.9208458021996209
rose,1.9208458021996209
virtue,1.9208458021996209
jewels,1.9208458021996209
flyin,1.9208458021996209
dad,1.9208458021996209
slaves,1.9208458021996209
despair,1.9208458021996209
wherever,1.9208458021996209
piece,1.9208458021996209
corn,1.9208458021996209
boyfriend,1.9208458021996209
neon,1.9208458021996209
illusion,1.9208458021996209
bein,1.9208458021996209
lace,1.9208458021996209
fence,1.9208458021996209
true,1.9208458021996209
wing,1.9208458021996209
