NGRAM,VALUE,
wiggle wiggle wiggle,3241.7934755320175
hallelujah hallelujah hallelujah,2568.7293586681412
de de de,2183.991938780007
boogie woogie country,1792.792298353276
boogie woogie boogie,1705.05836055181
woogie boogie woogie,1705.05836055181
wiggle wiggle till,1666.22669487815
mean boogie woogie,1621.3163255477468
boogie woogie woogie,1529.1260044437577
boogie boogie woogie,1529.1260044437574
till wiggle wiggle,1507.6466111744644
wiggle till wiggle,1478.965517270272
boogie woogie girl,1469.0299084838048
play knick-knack paddywhack,1406.3589249494403
boogie woogie mean,1382.9533141135557
compose hallelujah hallelujah,1363.9446662077225
holy hallelujah hallelujah,1363.9446662077225
tongue hallelujah hallelujah,1363.9446662077225
hallelujah hallelujah bathing,1357.530972524355
wiggle wiggle like,1349.8524940823645
draw hallelujah hallelujah,1339.066923858816
king hallelujah hallelujah,1332.6532301754487
hallelujah hallelujah best,1323.683241328735
lip hallelujah hallelujah,1323.310332097507
girl boogie woogie,1320.0393901797147
broken hallelujah hallelujah,1312.7970531786232
hallelujah hallelujah saw,1312.7235324707058
hallelujah hallelujah name,1303.8052220342681
hallelujah hallelujah handy,1301.3938432890125
hallelujah hallelujah take,1300.0835638855285
nothing hallelujah hallelujah,1293.6698702021613
hallelujah hallelujah much,1293.669870202161
hallelujah hallelujah dandy,1292.458777513668
play knick-knack knick-knack,1275.5231709754103
alive boogie woogie,1268.8884952471944
please boogie woogie,1268.8884952471944
teach boogie woogie,1268.8884952471944
play play knick-knack,1260.3624988319625
wiggle like wiggle,1255.5755591847612
hang boogie woogie,1245.288520212609
need boogie woogie,1245.288520212609
like wiggle wiggle,1232.9706114253074
town boogie woogie,1214.6594175288333
knick-knack paddywhack give,1211.8699614776901
de de de,1207.0676228098023
burn ring fire,1203.3373566516088
boot wiggle wiggle,1200.719357993903
bowl wiggle wiggle,1200.719357993903
gypsy wiggle wiggle,1200.719357993903
hoop wiggle wiggle,1200.719357993903
pail wiggle wiggle,1200.719357993903
queen wiggle wiggle,1200.719357993903
satin wiggle wiggle,1200.719357993903
silk wiggle wiggle,1200.719357993903
soup wiggle wiggle,1200.719357993903
wiggle wiggle boot,1200.719357993903
wiggle wiggle bowl,1200.719357993903
wiggle wiggle gypsy,1200.719357993903
wiggle wiggle pail,1200.719357993903
wiggle wiggle rattle,1200.719357993903
wiggle wiggle satin,1200.719357993903
wiggle wiggle shake,1200.719357993903
wiggle wiggle swarm,1200.719357993903
wiggle wiggle ton,1200.719357993903
answer wiggle wiggle,1194.9613903336212
moon wiggle wiggle,1180.7148425148166
wiggle wiggle green,1176.024453652944
cut wiggle wiggle,1176.0244536529437
green wiggle wiggle,1176.0244536529437
milk wiggle wiggle,1176.0244536529437
see wiggle wiggle,1176.0244536529437
dry wiggle wiggle,1166.8644237051271
lose wiggle wiggle,1166.8644237051271
wiggle wiggle lose,1166.8644237051271
de de need,1162.3614648172288
wiggle wiggle moon,1154.8713872315188
shoe wiggle wiggle,1153.3511431791953
wiggle wiggle shoe,1153.3511431791953
wiggle wiggle dress,1150.5957043349108
dress wiggle wiggle,1150.5957043349106
river wiggle wiggle,1150.5957043349106
mama de de,1147.8042070871152
roll wiggle wiggle,1140.3645814159981
wiggle wiggle roll,1140.3645814159981
nothing wiggle wiggle,1139.2375021419703
wiggle wiggle nothing,1139.2375021419703
way de de,1138.134394712189
wiggle boot wiggle,1092.0586659617898
old man play,1080.157244914524
wiggle green wiggle,1067.3677354597608
wiggle lose wiggle,1058.2116800089375
wiggle shoe wiggle,1044.7103269246936
wiggle dress wiggle,1041.9588652119173
knick-knack paddywhack dog,1039.4565107880385
man play knick-knack,1039.3710487037251
blood eye babe,1035.7128186047034
lordy lord lordy,1034.3796209260126
wiggle nothing wiggle,1030.6285214087493
woogie country girl,1011.6935603625418
knick-knack paddywhack bone,1007.2396294990278
mean woogie country,988.8528942435271
babe blood eye,980.9951726160045
weary hard time,976.8428285871685
woogie country mean,955.7250559634158
knick-knack knick-knack paddywhack,940.7165634846466
blood blood eye,908.0433742489449
blood eye blood,908.0433742489447
lord lordy lord,903.3285214176146
dog bone roll,900.1229811394694
ring fire burn,897.958566822372
uh-huh next uh-huh,889.8725679977299
ring fire ring,886.7223508556365
blood eye eye,886.3540896420014
eye blood eye,886.3540896420014
burn burn ring,878.8106561637433
paddywhack dog bone,877.729539588214
mean boogie country,876.136696130484
fire ring fire,872.5499922589406
bone old man,860.3783959887944
burn ring fire,859.587423781089
burn burn ring,859.2550920979102
hard time many,858.815703309455
knick-knack dog bone,853.8390897195752
uh-huh next black,842.1014374567199
give dog bone,839.6212014940847
right right right,832.4047029660549
black jack davey,825.7382548803462
hard time linger,824.9086406782627
hard time weary,824.9086406782627
burn ring ring,822.1677257733072
god god god,822.1079895194736
burning ring fire,821.4296758915254
ring fire flame,820.3401836378517
lordy lordy lord,819.8486727480878
right right mama,819.3792563566085
cabin hard time,813.7476825880403
hard time sigh,813.7476825880403
sigh hard time,813.7476825880403
hard time song,812.3953256304449
song hard time,812.3953256304449
flame burn burn,807.2950249117096
fell ring fire,806.4252256126099
till wiggle till,802.5231583052273
ring fire high,798.1509880699707
ring fire fell,797.9383339474987
dog bone old,795.7407645426571
woogie woogie country,794.5437588098384
old man roll,794.0428598246685
dog old man,793.5561272687225
blood eye world,790.9278747570459
lordy lordy lordy,788.8750105189281
country girl mean,786.8006797014466
ten thousand woman,785.1541552266638
eye babe blood,784.271136361766
hard time day,782.9942437935499
ring ring fire,780.5315534087232
around hard time,771.7764182489229
paddywhack give dog,770.1499819513315
hard time hard,770.0074809131941
blood eye care,768.6528607739178
ring fire fire,768.5205920913821
ring fire burning,768.4396783303335
paddywhack give bone,768.160842888282
time hard time,767.2547281144496
handy dandy candy,763.5117444319819
ten thousand dress,762.1399508904254
handy dandy sugar,761.9470225462356
hard time time,756.0937700242271
woogie boogie country,755.3318178979316
candy handy dandy,754.5895741635334
boogie boogie country,753.6002510702101
lordy lord lord,752.0225769746248
door hard time,751.0315163379782
hard hard time,746.1216160703528
paddywhack give old,745.129594537075
next uh-huh next,744.6566911509246
knick-knack knick-knack give,743.7078445376361
black uh-huh next,742.5983882742264
old man old,741.7504926272002
ring fire rovin,740.9265896065833
roll old man,739.0919910238282
give old man,735.6786614503098
home old man,734.4507420495277
uh-huh next cow,734.3159942923253
uh-huh next juney,734.3159942923253
knick-knack give dog,732.0813215847556
sugar handy dandy,731.3180678917374
woogie girl mean,730.6505521881842
old man home,729.6942259559521
woogie boogie girl,727.2373289254326
uh-huh next bumbley,724.3143267124375
boogie country girl,723.8164715525695
babe blood eye,717.5285023516201
uh-huh next broken,717.1700634847982
high burn burn,713.6435772607231
dog old roll,713.1641703747716
handy dandy clear,711.3836509357199
uh-huh next flea,710.1239122583615
bone roll home,710.0948225859543
uh-huh next bug,709.5068357273987
paddywhack dog old,707.3209539613646
woogie boogie boogie,707.0763342371795
woogie woogie boogie,707.0763342371795
cow uh-huh next,706.5212046133217
uh-huh next big,703.2597917785615
stand pat swear,702.1794158140873
knick-knack give bone,701.8471654473233
bone old home,701.0394297428277
bee uh-huh next,700.1222446784736
uh-huh next snake,700.1222446784736
uh-huh next tick,700.1222446784736
handy dandy like,699.9015065505866
uh-huh next bee,699.5051681475109
uh-huh next gray,699.5051681475109
bumbley uh-huh next,699.5051681475107
dog man roll,699.2907965661992
handy dandy dandy,699.0979914865536
burn burn fire,697.0456073399262
man old man,696.1407256792028
thousand ten thousand,694.984486734503
hallelujah handy dandy,691.2596101900832
paddywhack bone old,691.0279819527302
dog bone man,688.5734405406174
ten thousand ten,687.0618462904042
see ten thousand,686.6008407532775
ring fire love,680.8074450329666
go-yeah stand pat,673.0196589544514
like handy dandy,670.3009548055093
burn burn fire,670.2221870116733
bone old roll,669.9811991848777
go-yeah pat swear,669.5381169771839
john b. stetson,668.9067314070666
close million mile,666.8706939903965
uh-huh next old,666.1573955214095
boogie boogie boogie,666.1328264975509
woogie woogie woogie,666.1328264975509
honey handy dandy,664.488780475896
uh-huh next little,663.586015187906
uh-huh next cat,662.1948909040507
roll home play,662.0840310981622
twenty cold iron,661.0990518653844
girl mean boogie,659.1173284536366
still million mile,657.1219597629587
fire burn burn,652.2668595360201
go-yeah stand swear,650.790509153876
twenty mile iron,649.7605725376676
eye babe care,647.7108519920906
pat swear step,643.3085595052216
old play play,642.5562561128362
roll man play,640.146470158619
john b. hat,636.547973841454
burn burn burn,634.5447714941972
wiggle till till,633.7024396977129
flame high burn,633.3468323237577
lord lordy lordy,631.5280579459337
high burn ring,629.6518327699781
blood babe blood,629.1227720557894
burn fire ring,628.0987652913293
give dog old,627.1397776028798
b. stetson hat,626.7557121707571
